name	search_text	ric	boost
Village Super Market Inc	VLGEA Village Village Super Village Super Market Village Super Market Inc	VLGEA.OQ	0.02611153
US Xpress Enterprises Inc	USX US US Xpress US Xpress Enterprises US Xpress Enterprises Inc	USX.N	0.026102882
Genie Energy Ltd	GNE Genie Genie Energy Genie Energy Ltd	GNE.N	0.026078608
Mammoth Energy Services Inc	TUSK Mammoth Mammoth Energy Mammoth Energy Services Mammoth Energy Services Inc	TUSK.OQ	0.025999038
Protective Insurance Corp	PTVCB Protective Protective Insurance Protective Insurance Corp	PTVCB.OQ	0.025945575
La Jolla Pharmaceutical Co	LJPC La La Jolla La Jolla Pharmaceutical La Jolla Pharmaceutical Co	LJPC.OQ	0.025925579
Molecular Templates Inc	MTEM Molecular Molecular Templates Molecular Templates Inc	MTEM.OQ	0.025830491
MutualFirst Financial Inc	MFSF MutualFirst MutualFirst Financial MutualFirst Financial Inc	MFSF.OQ	0.025828137
Palatin Technologies Inc	PTN Palatin Palatin Technologies Palatin Technologies Inc	PTN.A	0.025809581
Dova Pharmaceuticals Inc	DOVA Dova Dova Pharmaceuticals Dova Pharmaceuticals Inc	DOVA.OQ	0.02573085
Solar Senior Capital Ltd	SUNS Solar Solar Senior Solar Senior Capital Solar Senior Capital Ltd	SUNS.OQ	0.025703102999999998
Provident Bancorp Inc	PVBC Provident Provident Bancorp Provident Bancorp Inc	PVBC.OQ	0.025654289
Alerus Financial Corp	ALRS Alerus Alerus Financial Alerus Financial Corp	ALRS.PK	0.025563949
Safeguard Scientifics Inc	SFE Safeguard Safeguard Scientifics Safeguard Scientifics Inc	SFE.N	0.025544839
Westwood Holdings Group Inc	WHG Westwood Westwood Holdings Westwood Holdings Group Westwood Holdings Group Inc	WHG.N	0.025518524
Xeris Pharmaceuticals Inc	XERS Xeris Xeris Pharmaceuticals Xeris Pharmaceuticals Inc	XERS.OQ	0.025508457999999998
Great Ajax Corp	AJX Great Great Ajax Great Ajax Corp	AJX.N	0.02547641
Hamilton Beach Brands Holding Co	HBB Hamilton Hamilton Beach Hamilton Beach Brands Hamilton Beach Brands Holding Hamilton Beach Brands Holding Co	HBB.N	0.025467739
Taxus Pharmaceuticals Holdings Inc	TXSP Taxus Taxus Pharmaceuticals Taxus Pharmaceuticals Holdings Taxus Pharmaceuticals Holdings Inc	TXSP.PK	0.025455256000000002
Bridgford Foods Corp	BRID Bridgford Bridgford Foods Bridgford Foods Corp	BRID.OQ	0.025425569
Ferroglobe PLC	GSM Ferroglobe Ferroglobe PLC	GSM.OQ	0.025328238
FVCBankcorp Inc	FVCB FVCBankcorp FVCBankcorp Inc	FVCB.OQ	0.025327455
Security National Corp	SNLC Security Security National Security National Corp	SNLC.PK	0.025325629
Sutro Biopharma Inc	STRO Sutro Sutro Biopharma Sutro Biopharma Inc	STRO.OQ	0.025298527999999997
Kraig Biocraft Laboratories Inc	KBLB Kraig Kraig Biocraft Kraig Biocraft Laboratories Kraig Biocraft Laboratories Inc	KBLB.PK	0.02527935
ACNB Corp	ACNB ACNB ACNB Corp	ACNB.OQ	0.025262269
West Suburban Bancorp Inc	WNRP West West Suburban West Suburban Bancorp West Suburban Bancorp Inc	WNRP.PK	0.025233997999999997
Concert Pharmaceuticals Inc	CNCE Concert Concert Pharmaceuticals Concert Pharmaceuticals Inc	CNCE.OQ	0.025227895
Select-TV Solutions Inc	SELT Select-TV Select-TV Solutions Select-TV Solutions Inc	SELT.PK	0.025208209
Atlantic Power Corp	AT Atlantic Atlantic Power Atlantic Power Corp	AT.N	0.025182696
Pulse Biosciences Inc	PLSE Pulse Pulse Biosciences Pulse Biosciences Inc	PLSE.OQ	0.025180439
Parke Bancorp Inc	PKBK Parke Parke Bancorp Parke Bancorp Inc	PKBK.OQ	0.025178736
PDL Community Bancorp	PDLB PDL PDL Community PDL Community Bancorp	PDLB.OQ	0.025161377999999998
SeaSpine Holdings Corp	SPNE SeaSpine SeaSpine Holdings SeaSpine Holdings Corp	SPNE.OQ	0.025136178999999998
WEYCO Group Inc	WEYS WEYCO WEYCO Group WEYCO Group Inc	WEYS.OQ	0.025081337999999998
Preformed Line Products Co	PLPC Preformed Preformed Line Preformed Line Products Preformed Line Products Co	PLPC.OQ	0.025069361000000002
Titan International Inc	TWI Titan Titan International Titan International Inc	TWI.N	0.02506567
ChannelAdvisor Corp	ECOM ChannelAdvisor ChannelAdvisor Corp	ECOM.N	0.025057767
Abeona Therapeutics Inc	ABEO Abeona Abeona Therapeutics Abeona Therapeutics Inc	ABEO.OQ	0.025042635
Cedar Realty Trust Inc	CDR Cedar Cedar Realty Cedar Realty Trust Cedar Realty Trust Inc	CDR.N	0.024998501
Arlington Asset Investment Corp	AI Arlington Arlington Asset Arlington Asset Investment Arlington Asset Investment Corp	AI.N	0.024935706000000002
Human Unitec International Inc	HMNU Human Human Unitec Human Unitec International Human Unitec International Inc	HMNU.PK	0.024906123999999998
Item 9 Labs Corp	INLB Item Item 9 Item 9 Labs Item 9 Labs Corp	INLB.PK	0.024880941
GP Strategies Corp	GPX GP GP Strategies GP Strategies Corp	GPX.N	0.024862733999999997
Axcella Health Inc	AXLA Axcella Axcella Health Axcella Health Inc	AXLA.OQ	0.02482436
Cutera Inc	CUTR Cutera Cutera Inc	CUTR.OQ	0.024756315
Seneca Foods Corp	SENEA Seneca Seneca Foods Seneca Foods Corp	SENEA.OQ	0.024715016
OMNOVA Solutions Inc	OMN OMNOVA OMNOVA Solutions OMNOVA Solutions Inc	OMN.N	0.024699241
BayCom Corp	BCML BayCom BayCom Corp	BCML.OQ	0.024692576
Greene County Bancorp Inc	GCBC Greene Greene County Greene County Bancorp Greene County Bancorp Inc	GCBC.OQ	0.024664379
Golden Valley Bank	GVYB Golden Golden Valley Golden Valley Bank	GVYB.PK	0.024641099999999996
Reliant Bancorp Inc	RBNC Reliant Reliant Bancorp Reliant Bancorp Inc	RBNC.OQ	0.024615932000000004
eGain Corp	EGAN eGain eGain Corp	EGAN.OQ	0.024584627999999997
Ooma Inc	OOMA Ooma Ooma Inc	OOMA.N	0.024576324
L.B. Foster Co	FSTR L.B. L.B. Foster L.B. Foster Co	FSTR.OQ	0.024520826000000003
Athersys Inc	ATHX Athersys Athersys Inc	ATHX.OQ	0.024496866000000003
Concrete Pumping Holdings Inc	BBCP Concrete Concrete Pumping Concrete Pumping Holdings Concrete Pumping Holdings Inc	BBCP.OQ	0.024485462000000003
Chiasma Inc	CHMA Chiasma Chiasma Inc	CHMA.OQ	0.02447682
Western New England Bancorp Inc	WNEB Western Western New Western New England Western New England Bancorp Western New England Bancorp Inc	WNEB.OQ	0.024432132999999998
Dynavax Technologies Corp	DVAX Dynavax Dynavax Technologies Dynavax Technologies Corp	DVAX.OQ	0.024425582
Eiger BioPharmaceuticals Inc	EIGR Eiger Eiger BioPharmaceuticals Eiger BioPharmaceuticals Inc	EIGR.OQ	0.02438873
Natural Grocers By Vitamin Cottage Inc	NGVC Natural Natural Grocers Natural Grocers By Natural Grocers By Vitamin Natural Grocers By Vitamin Cottage Natural Grocers By Vitamin Cottage Inc	NGVC.N	0.02438544
Thomasville Bancshares Inc	THVB Thomasville Thomasville Bancshares Thomasville Bancshares Inc	THVB.PK	0.02434497
First Choice Bancorp	FCBP First First Choice First Choice Bancorp	FCBP.OQ	0.024287307999999997
Oaktree Strategic Income Corporation	OCSI Oaktree Oaktree Strategic Oaktree Strategic Income Oaktree Strategic Income Corporation	OCSI.OQ	0.024242753
Meet Group Inc	MEET Meet Meet Group Meet Group Inc	MEET.OQ	0.024171012999999998
General Finance Corp	GFN General General Finance General Finance Corp	GFN.OQ	0.024125012999999997
22nd Century Group Inc	XXII 22nd 22nd Century 22nd Century Group 22nd Century Group Inc	XXII.A	0.024073692999999997
Ames National Corp	ATLO Ames Ames National Ames National Corp	ATLO.OQ	0.024003079
Urovant Sciences Ltd	UROV Urovant Urovant Sciences Urovant Sciences Ltd	UROV.OQ	0.023996819
Northwest Pipe Co	NWPX Northwest Northwest Pipe Northwest Pipe Co	NWPX.OQ	0.023969788
Hurco Companies Inc	HURC Hurco Hurco Companies Hurco Companies Inc	HURC.OQ	0.023883419
National Bankshares Inc	NKSH National National Bankshares National Bankshares Inc	NKSH.OQ	0.023876542
Misonix Inc	MSON Misonix Misonix Inc	MSON.OQ	0.023871447
Value Line Inc	VALU Value Value Line Value Line Inc	VALU.OQ	0.023869245
Uranium Energy Corp	UEC Uranium Uranium Energy Uranium Energy Corp	UEC.A	0.023855322
Rockwell Medical Inc	RMTI Rockwell Rockwell Medical Rockwell Medical Inc	RMTI.OQ	0.02370812
Verrica Pharmaceuticals Inc	VRCA Verrica Verrica Pharmaceuticals Verrica Pharmaceuticals Inc	VRCA.OQ	0.023683595
Hallmark Financial Services Inc	HALL Hallmark Hallmark Financial Hallmark Financial Services Hallmark Financial Services Inc	HALL.OQ	0.023641762
Advanced Emissions Solutions Inc	ADES Advanced Advanced Emissions Advanced Emissions Solutions Advanced Emissions Solutions Inc	ADES.OQ	0.023629959
Siebert Financial Corp	SIEB Siebert Siebert Financial Siebert Financial Corp	SIEB.OQ	0.023626807000000003
Entravision Communications Corp	EVC Entravision Entravision Communications Entravision Communications Corp	EVC.N	0.023564832999999997
Northrim BanCorp Inc	NRIM Northrim Northrim BanCorp Northrim BanCorp Inc	NRIM.OQ	0.023473955
Intelligent Systems Corp	INS Intelligent Intelligent Systems Intelligent Systems Corp	INS.A	0.0234674
Cashmere Valley Bank	CSHX Cashmere Cashmere Valley Cashmere Valley Bank	CSHX.PK	0.023434724
Adesto Technologies Corp	IOTS Adesto Adesto Technologies Adesto Technologies Corp	IOTS.OQ	0.023396756
Pure Cycle Corp	PCYO Pure Pure Cycle Pure Cycle Corp	PCYO.OQ	0.023357426
Inovio Pharmaceuticals Inc	INO Inovio Inovio Pharmaceuticals Inovio Pharmaceuticals Inc	INO.OQ	0.023278371000000003
Investar Holding Corp	ISTR Investar Investar Holding Investar Holding Corp	ISTR.OQ	0.023227447999999998
Monroe Capital Corp	MRCC Monroe Monroe Capital Monroe Capital Corp	MRCC.OQ	0.023215515
Centric Brands Inc	CTRC Centric Centric Brands Centric Brands Inc	CTRC.OQ	0.023187712000000003
Kandi Technologies Group Inc	KNDI Kandi Kandi Technologies Kandi Technologies Group Kandi Technologies Group Inc	KNDI.OQ	0.023157655
Mestek Inc	MCCK Mestek Mestek Inc	MCCK.PK	0.0230875
Aratana Therapeutics Inc	PETX Aratana Aratana Therapeutics Aratana Therapeutics Inc	PETX.OQ	0.023062797000000003
Trecora Resources	TREC Trecora Trecora Resources	TREC.N	0.023009967000000003
Syros Pharmaceuticals Inc	SYRS Syros Syros Pharmaceuticals Syros Pharmaceuticals Inc	SYRS.OQ	0.02299557
Timberland Bancorp Inc	TSBK Timberland Timberland Bancorp Timberland Bancorp Inc	TSBK.OQ	0.022993853999999998
Constellation Pharmaceuticals Inc	CNST Constellation Constellation Pharmaceuticals Constellation Pharmaceuticals Inc	CNST.OQ	0.022910032
Celsius Holdings Inc	CELH Celsius Celsius Holdings Celsius Holdings Inc	CELH.OQ	0.022811562999999997
Fidelity D&D Bancorp Inc	FDBC Fidelity Fidelity D&D Fidelity D&D Bancorp Fidelity D&D Bancorp Inc	FDBC.OQ	0.022798945
Premier Financial Bancorp Inc	PFBI Premier Premier Financial Premier Financial Bancorp Premier Financial Bancorp Inc	PFBI.OQ	0.0227851
Allot Ltd	ALLT Allot Allot Ltd	ALLT.OQ	0.022784416000000002
Xenon Pharmaceuticals Inc	XENE Xenon Xenon Pharmaceuticals Xenon Pharmaceuticals Inc	XENE.OQ	0.022752677000000002
Clipper Realty Inc	CLPR Clipper Clipper Realty Clipper Realty Inc	CLPR.N	0.022747955
Tillys Inc	TLYS Tillys Tillys Inc	TLYS.N	0.022717612
Civeo Corp	CVEO Civeo Civeo Corp	CVEO.N	0.022686125
Immersion Corp	IMMR Immersion Immersion Corp	IMMR.OQ	0.022601876
Hooker Furniture Corp	HOFT Hooker Hooker Furniture Hooker Furniture Corp	HOFT.OQ	0.022576312
Cerecor Inc	CERC Cerecor Cerecor Inc	CERC.OQ	0.022494383
Dragon Jade International Ltd	DGJI Dragon Dragon Jade Dragon Jade International Dragon Jade International Ltd	DGJI.PK	0.022473567000000003
Montage Resources Corp	MR Montage Montage Resources Montage Resources Corp	MR.N	0.022459568
Bankwell Financial Group Inc	BWFG Bankwell Bankwell Financial Bankwell Financial Group Bankwell Financial Group Inc	BWFG.OQ	0.022403865
Finemark Holdings Inc	FNBT Finemark Finemark Holdings Finemark Holdings Inc	FNBT.PK	0.022340136
MBT Financial Corp	MBTF MBT MBT Financial MBT Financial Corp	MBTF.OQ	0.022334487000000004
Gladstone Land Corp	LAND Gladstone Gladstone Land Gladstone Land Corp	LAND.OQ	0.022283301000000002
Ceragon Networks Ltd	CRNT Ceragon Ceragon Networks Ceragon Networks Ltd	CRNT.OQ	0.022267346
LCNB Corp	LCNB LCNB LCNB Corp	LCNB.OQ	0.022226264
Pico Holdings Inc	PICO Pico Pico Holdings Pico Holdings Inc	PICO.OQ	0.022226192999999998
ENB Financial Corp	ENBP ENB ENB Financial ENB Financial Corp	ENBP.PK	0.022218087
Marinus Pharmaceuticals Inc	MRNS Marinus Marinus Pharmaceuticals Marinus Pharmaceuticals Inc	MRNS.OQ	0.022214051000000002
Global Water Resources Inc	GWRS Global Global Water Global Water Resources Global Water Resources Inc	GWRS.OQ	0.02221301
Silicom Ltd	SILC Silicom Silicom Ltd	SILC.OQ	0.02217644
American Business Bank	AMBZ American American Business American Business Bank	AMBZ.PK	0.022167753999999998
Evelo Biosciences Inc	EVLO Evelo Evelo Biosciences Evelo Biosciences Inc	EVLO.OQ	0.022163464
Hookipa Pharma Inc	HOOK Hookipa Hookipa Pharma Hookipa Pharma Inc	HOOK.OQ	0.022155502999999997
Chromadex Corp	CDXC Chromadex Chromadex Corp	CDXC.OQ	0.022155317
Unity Bancorp Inc	UNTY Unity Unity Bancorp Unity Bancorp Inc	UNTY.OQ	0.022146636
Evofem Biosciences Inc	EVFM Evofem Evofem Biosciences Evofem Biosciences Inc	EVFM.OQ	0.022127575
Ring Energy Inc	REI Ring Ring Energy Ring Energy Inc	REI.A	0.022114942999999998
IRadimed Corp	IRMD IRadimed IRadimed Corp	IRMD.OQ	0.021996961000000002
FS Bancorp Inc	FSBW FS FS Bancorp FS Bancorp Inc	FSBW.OQ	0.021968275
Alico Inc	ALCO Alico Alico Inc	ALCO.OQ	0.021962448
Elmer Bancorp Inc	ELMA Elmer Elmer Bancorp Elmer Bancorp Inc	ELMA.PK	0.02194612
Culp Inc	CULP Culp Culp Inc	CULP.N	0.021935423
Oil-Dri Corporation of America	ODC Oil-Dri Oil-Dri Corporation Oil-Dri Corporation of Oil-Dri Corporation of America	ODC.N	0.021909433
Avid Bioservices Inc	CDMO Avid Avid Bioservices Avid Bioservices Inc	CDMO.OQ	0.021878633999999998
Rainforest Resources Inc	RRIF Rainforest Rainforest Resources Rainforest Resources Inc	RRIF.PK	0.021867127000000004
Ocwen Financial Corp	OCN Ocwen Ocwen Financial Ocwen Financial Corp	OCN.N	0.021855839
DHI Group Inc	DHX DHI DHI Group DHI Group Inc	DHX.N	0.021853022000000003
IDT Corp	IDT IDT IDT Corp	IDT.N	0.021827647999999998
Celcuity Inc	CELC Celcuity Celcuity Inc	CELC.OQ	0.021797492999999998
Alphatec Holdings Inc	ATEC Alphatec Alphatec Holdings Alphatec Holdings Inc	ATEC.OQ	0.021791137999999998
Chemung Financial Corp	CHMG Chemung Chemung Financial Chemung Financial Corp	CHMG.OQ	0.02168642
Tiptree Inc	TIPT Tiptree Tiptree Inc	TIPT.OQ	0.021669335
Joint Corp	JYNT Joint Joint Corp	JYNT.OQ	0.021650361
Scope Industries	SCPJ Scope Scope Industries	SCPJ.PK	0.021647779
Commercial Vehicle Group Inc	CVGI Commercial Commercial Vehicle Commercial Vehicle Group Commercial Vehicle Group Inc	CVGI.OQ	0.021589268999999998
Blackcraft Cult Inc	BLCK Blackcraft Blackcraft Cult Blackcraft Cult Inc	BLCK.PK	0.021585115
Pekin Life Insurance Co	PKIN Pekin Pekin Life Pekin Life Insurance Pekin Life Insurance Co	PKIN.PK	0.021585015
Power Solutions International Inc	PSIX Power Power Solutions Power Solutions International Power Solutions International Inc	PSIX.PK	0.021573012000000003
IDEAYA Biosciences Inc	IDYA IDEAYA IDEAYA Biosciences IDEAYA Biosciences Inc	IDYA.OQ	0.021565214
Pfenex Inc	PFNX Pfenex Pfenex Inc	PFNX.A	0.021540552999999997
Panhandle Oil and Gas Inc	PHX Panhandle Panhandle Oil Panhandle Oil and Panhandle Oil and Gas Panhandle Oil and Gas Inc	PHX.N	0.021531819
Stratus Properties Inc	STRS Stratus Stratus Properties Stratus Properties Inc	STRS.OQ	0.021518203
Kadmon Holdings Inc	KDMN Kadmon Kadmon Holdings Kadmon Holdings Inc	KDMN.N	0.021432417000000002
ADMA Biologics Inc	ADMA ADMA ADMA Biologics ADMA Biologics Inc	ADMA.OQ	0.021396685
Focus Universal Inc	FCUV Focus Focus Universal Focus Universal Inc	FCUV.PK	0.021389105
Mid Penn Bancorp Inc	MPB Mid Mid Penn Mid Penn Bancorp Mid Penn Bancorp Inc	MPB.OQ	0.021328249
MannKind Corp	MNKD MannKind MannKind Corp	MNKD.OQ	0.021277111
BankFinancial Corp	BFIN BankFinancial BankFinancial Corp	BFIN.OQ	0.02126738
North Dallas Bank & Trust Co	NODB North North Dallas North Dallas Bank North Dallas Bank & North Dallas Bank & Trust North Dallas Bank & Trust Co	NODB.PK	0.02126262
Select Bancorp Inc	SLCT Select Select Bancorp Select Bancorp Inc	SLCT.OQ	0.021250863999999998
RGC Resources Inc	RGCO RGC RGC Resources RGC Resources Inc	RGCO.OQ	0.021244301
Vision Plasma Systems Inc	LOFB Vision Vision Plasma Vision Plasma Systems Vision Plasma Systems Inc	LOFB.PK	0.021208606
Citizens Financial Services Inc	CZFS Citizens Citizens Financial Citizens Financial Services Citizens Financial Services Inc	CZFS.PK	0.02111471
Soliton Inc	SOLY Soliton Soliton Inc	SOLY.OQ	0.021085193
Apyx Medical Corp	APYX Apyx Apyx Medical Apyx Medical Corp	APYX.OQ	0.021030034
InnerWorkings Inc	INWK InnerWorkings InnerWorkings Inc	INWK.OQ	0.021000623
Pieris Pharmaceuticals Inc	PIRS Pieris Pieris Pharmaceuticals Pieris Pharmaceuticals Inc	PIRS.OQ	0.020978526
Five Prime Therapeutics Inc	FPRX Five Five Prime Five Prime Therapeutics Five Prime Therapeutics Inc	FPRX.OQ	0.020963718
Rand Worldwide Inc	RWWI Rand Rand Worldwide Rand Worldwide Inc	RWWI.PK	0.020952213
SandRidge Energy Inc	SD SandRidge SandRidge Energy SandRidge Energy Inc	SD.N	0.020920863
Merchants Financial Group Inc	MFGI Merchants Merchants Financial Merchants Financial Group Merchants Financial Group Inc	MFGI.PK	0.020918079
Ceva Holdings LLC	CHHVF Ceva Ceva Holdings Ceva Holdings LLC	CHHVF.PK	0.020917985
First Internet Bancorp	INBK First First Internet First Internet Bancorp	INBK.OQ	0.020917976
Tile Shop Holdings Inc	TTS Tile Tile Shop Tile Shop Holdings Tile Shop Holdings Inc	TTS.OQ	0.020915946
Neuronetics Inc	STIM Neuronetics Neuronetics Inc	STIM.OQ	0.020852648999999997
Evolution Petroleum Corp	EPM Evolution Evolution Petroleum Evolution Petroleum Corp	EPM.A	0.02082872
Akoustis Technologies Inc	AKTS Akoustis Akoustis Technologies Akoustis Technologies Inc	AKTS.OQ	0.020818771
SB One Bancorp	SBBX SB SB One SB One Bancorp	SBBX.OQ	0.020809716000000002
Transcontinental Realty Investors Inc	TCI Transcontinental Transcontinental Realty Transcontinental Realty Investors Transcontinental Realty Investors Inc	TCI.N	0.020786442
Ardmore Shipping Corp	ASC Ardmore Ardmore Shipping Ardmore Shipping Corp	ASC.N	0.020772965
First Farmers and Merchants Corp	FFMH First First Farmers First Farmers and First Farmers and Merchants First Farmers and Merchants Corp	FFMH.PK	0.020696313
China VTV Ltd	CVTV China China VTV China VTV Ltd	CVTV.PK	0.020690873999999998
Flotek Industries Inc	FTK Flotek Flotek Industries Flotek Industries Inc	FTK.N	0.020665476999999998
Orrstown Financial Services Inc	ORRF Orrstown Orrstown Financial Orrstown Financial Services Orrstown Financial Services Inc	ORRF.OQ	0.020653871
THL Credit Inc	TCRD THL THL Credit THL Credit Inc	TCRD.OQ	0.020653483
Bel Fuse Inc	BELFA Bel Bel Fuse Bel Fuse Inc	BELFA.OQ	0.020635045
Alpha and Omega Semiconductor Ltd	AOSL Alpha Alpha and Alpha and Omega Alpha and Omega Semiconductor Alpha and Omega Semiconductor Ltd	AOSL.OQ	0.020607371
Syndax Pharmaceuticals Inc	SNDX Syndax Syndax Pharmaceuticals Syndax Pharmaceuticals Inc	SNDX.OQ	0.020583326000000002
Ionix Technology Inc	IINX Ionix Ionix Technology Ionix Technology Inc	IINX.PK	0.020555446
Bioceres Crop Solutions Corp	BIOX Bioceres Bioceres Crop Bioceres Crop Solutions Bioceres Crop Solutions Corp	BIOX.A	0.020523586
Grayscale Ethereum Classic Trust (Etc)	ETCG Grayscale Grayscale Ethereum Grayscale Ethereum Classic Grayscale Ethereum Classic Trust Grayscale Ethereum Classic Trust (Etc)	ETCG.PK	0.020391418999999997
Medical Marijuana Inc	MJNA Medical Medical Marijuana Medical Marijuana Inc	MJNA.PK	0.020347155
Ideanomics Inc	IDEX Ideanomics Ideanomics Inc	IDEX.OQ	0.02032314
BRT Apartments Corp	BRT BRT BRT Apartments BRT Apartments Corp	BRT.N	0.020287905
Ramaco Resources Inc	METC Ramaco Ramaco Resources Ramaco Resources Inc	METC.OQ	0.020276626000000002
FIRST BANK (Hamilton)	FRBA FIRST FIRST BANK FIRST BANK (Hamilton)	FRBA.OQ	0.020263209
Entegra Financial Corp	ENFC Entegra Entegra Financial Entegra Financial Corp	ENFC.OQ	0.020240739
Lannett Company Inc	LCI Lannett Lannett Company Lannett Company Inc	LCI.N	0.020224766
Consolidated Water Co Ltd	CWCO Consolidated Consolidated Water Consolidated Water Co Consolidated Water Co Ltd	CWCO.OQ	0.020200962
MDC Partners Inc	MDCA MDC MDC Partners MDC Partners Inc	MDCA.OQ	0.02018881
Enochian Biosciences Inc	ENOB Enochian Enochian Biosciences Enochian Biosciences Inc	ENOB.OQ	0.020179273
Calithera Biosciences Inc	CALA Calithera Calithera Biosciences Calithera Biosciences Inc	CALA.OQ	0.020143575
American Realty Investors Inc	ARL American American Realty American Realty Investors American Realty Investors Inc	ARL.N	0.020143317
BCB Bancorp Inc	BCBP BCB BCB Bancorp BCB Bancorp Inc	BCBP.OQ	0.020131708
MMA Capital Holdings Inc	MMAC MMA MMA Capital MMA Capital Holdings MMA Capital Holdings Inc	MMAC.OQ	0.020129549
Natural Gas Services Group Inc	NGS Natural Natural Gas Natural Gas Services Natural Gas Services Group Natural Gas Services Group Inc	NGS.N	0.020092876000000003
Sino American Oil Co	OILY Sino Sino American Sino American Oil Sino American Oil Co	OILY.PK	0.020074232
Zagg Inc	ZAGG Zagg Zagg Inc	ZAGG.OQ	0.020047336000000002
American Renal Associates Holdings Inc	ARA American American Renal American Renal Associates American Renal Associates Holdings American Renal Associates Holdings Inc	ARA.N	0.019991963999999997
Compugen Ltd	CGEN Compugen Compugen Ltd	CGEN.OQ	0.019990415
Norwood Financial Corp	NWFL Norwood Norwood Financial Norwood Financial Corp	NWFL.OQ	0.019989521
Gold Resource Corp	GORO Gold Gold Resource Gold Resource Corp	GORO.A	0.019984841
Superior Energy Services Inc	SPN Superior Superior Energy Superior Energy Services Superior Energy Services Inc	SPN.N	0.019975956
Shore Bancshares Inc	SHBI Shore Shore Bancshares Shore Bancshares Inc	SHBI.OQ	0.019969263
Farmland Partners Inc	FPI Farmland Farmland Partners Farmland Partners Inc	FPI.N	0.019957749
Eros International PLC	EROS Eros Eros International Eros International PLC	EROS.N	0.019945295
First Business Financial Services Inc	FBIZ First First Business First Business Financial First Business Financial Services First Business Financial Services Inc	FBIZ.OQ	0.019926165
Profile Solutions Inc	PSIQ Profile Profile Solutions Profile Solutions Inc	PSIQ.PK	0.019845921000000002
Recro Pharma Inc	REPH Recro Recro Pharma Recro Pharma Inc	REPH.OQ	0.019843982
Spero Therapeutics Inc	SPRO Spero Spero Therapeutics Spero Therapeutics Inc	SPRO.OQ	0.019836623
Graham Corp	GHM Graham Graham Corp	GHM.N	0.019754651
OPTIMIZERx Corp	OPRX OPTIMIZERx OPTIMIZERx Corp	OPRX.OQ	0.019737716000000002
China Xuefeng Environmental Engineering Inc	CXEE China China Xuefeng China Xuefeng Environmental China Xuefeng Environmental Engineering China Xuefeng Environmental Engineering Inc	CXEE.PK	0.019662499
Codorus Valley Bancorp Inc	CVLY Codorus Codorus Valley Codorus Valley Bancorp Codorus Valley Bancorp Inc	CVLY.OQ	0.019638398
Wellness Matrix Group Inc	WMGR Wellness Wellness Matrix Wellness Matrix Group Wellness Matrix Group Inc	WMGR.PK	0.019619382
Genesis Healthcare Inc	GEN Genesis Genesis Healthcare Genesis Healthcare Inc	GEN.N	0.019618342
Affimed NV	AFMD Affimed Affimed NV	AFMD.OQ	0.019609462
China Travel Resort Holdings Inc	CTVZ China China Travel China Travel Resort China Travel Resort Holdings China Travel Resort Holdings Inc	CTVZ.PK	0.01958909
Abraxas Petroleum Corp	AXAS Abraxas Abraxas Petroleum Abraxas Petroleum Corp	AXAS.OQ	0.019575083
Travelzoo	TZOO Travelzoo	TZOO.OQ	0.019570298
TGR Financial Inc	TGRF TGR TGR Financial TGR Financial Inc	TGRF.PK	0.019515975
Assertio Therapeutics Inc	ASRT Assertio Assertio Therapeutics Assertio Therapeutics Inc	ASRT.OQ	0.019481329
Inspired Entertainment Inc	INSE Inspired Inspired Entertainment Inspired Entertainment Inc	INSE.OQ	0.019447087
Alterola Biotech Inc	ALTA Alterola Alterola Biotech Alterola Biotech Inc	ALTA.PK	0.019372155
Net 1 UEPS Technologies Inc	UEPS Net Net 1 Net 1 UEPS Net 1 UEPS Technologies Net 1 UEPS Technologies Inc	UEPS.OQ	0.019368933999999997
IntriCon Corp	IIN IntriCon IntriCon Corp	IIN.OQ	0.019368908
CEL-SCI Corp	CVM CEL-SCI CEL-SCI Corp	CVM.A	0.01932632
Synlogic Inc	SYBX Synlogic Synlogic Inc	SYBX.OQ	0.019311514
Liquidity Services Inc	LQDT Liquidity Liquidity Services Liquidity Services Inc	LQDT.OQ	0.019273939
Cytosorbents Corp	CTSO Cytosorbents Cytosorbents Corp	CTSO.OQ	0.019255243000000002
DBM Global Inc	DBMG DBM DBM Global DBM Global Inc	DBMG.PK	0.019152423000000002
Bank of Commerce Holdings	BOCH Bank Bank of Bank of Commerce Bank of Commerce Holdings	BOCH.OQ	0.019147558000000002
Griffin Industrial Realty Inc	GRIF Griffin Griffin Industrial Griffin Industrial Realty Griffin Industrial Realty Inc	GRIF.OQ	0.019138996999999998
DNB Financial Corp	DNBF DNB DNB Financial DNB Financial Corp	DNBF.OQ	0.019134867
MidSouth Bancorp Inc	MSL MidSouth MidSouth Bancorp MidSouth Bancorp Inc	MSL.N	0.01907335
Enzo Biochem Inc	ENZ Enzo Enzo Biochem Enzo Biochem Inc	ENZ.N	0.0190707
Cosmos Group Holdings Inc	COSG Cosmos Cosmos Group Cosmos Group Holdings Cosmos Group Holdings Inc	COSG.PK	0.019037718999999998
Aclaris Therapeutics Inc	ACRS Aclaris Aclaris Therapeutics Aclaris Therapeutics Inc	ACRS.OQ	0.018990446
Lifetime Brands Inc	LCUT Lifetime Lifetime Brands Lifetime Brands Inc	LCUT.OQ	0.018985484
